Año,Días para iniciar un negocio,Emisiones de CO2,Esperanza de vida (hombres),Esperanza de vida (mujeres),Facilidad para hacer negocios,Gasto en salud (% del PIB),Gasto en salud (per cápita),Horas para preparar los impuestos,Interés de préstamos,País,Población +65,Población 0-14,Población 15-64,Región,Uso de Internet,Uso de energía,Uso de teléfonos móviles
12/01/2000,,87931,67,71,,"0,04",60,,,Argelia,39,342,619,África,"0,01",26998,0
12/01/2000,,9542,44,47,,"0,03",22,,1032,Angola,25,476,499,África,0,7499,0
12/01/2000,,1617,53,57,,"0,04",15,,,Benín,29,454,517,África,0,1983,"0,01"
12/01/2000,,4276,49,52,,"0,05",152,,155,Botsuana,29,383,587,África,"0,03",1836,"0,13"
12/01/2000,,1041,49,52,,"0,05",12,,,Burkina Faso,28,468,505,África,0,,0
12/01/2000,,301,47,49,,"0,06",7,,158,Burundi,29,,481,África,0,,0
12/01/2000,,3432,51,53,,"0,04",26,,,Camerún,34,453,513,África,0,6310,"0,01"
12/01/2000,,268,42,45,,"0,04",11,,,República Centroafricana,,423,537,África,0,,0
12/01/2000,,176,46,48,,"0,06",10,,,Chad,28,,482,África,0,,0
12/01/2000,,84,56,59,,"0,04",13,,,Comoras,31,415,554,África,0,,
12/01/2000,,1646,45,48,,"0,05",14,,,"Congo, Rep. Democrática)",28,464,507,África,0,16679,0
12/01/2000,,1049,51,53,,"0,02",22,,,Congo (Brazzaville),36,419,545,África,0,814,"0,02"
12/01/2000,,6791,46,47,,"0,07",42,,,Costa de Marfil,29,421,,África,0,6734,"0,03"
12/01/2000,,403,55,59,,"0,06",44,,,Yibuti,,414,556,África,0,,0
12/01/2000,,141326,66,71,,"0,05",79,,132,Egipto,53,354,592,África,"0,01",40658,"0,02"
12/01/2000,,455,46,49,,"0,02",57,,,Guinea Ecuatorial,37,426,537,África,0,,"0,01"
12/01/2000,,609,54,58,,"0,05",7,,,Eritrea,18,,512,África,0,708,
12/01/2000,,5831,51,53,,"0,04",5,,109,Etiopía,31,466,503,África,0,25242,0
12/01/2000,,1052,59,61,,"0,03",118,,,Gabón,59,406,535,África,"0,01",1463,"0,1"
12/01/2000,,275,54,56,,"0,05",29,,,Gambia,27,459,514,África,"0,01",,"0,01"
12/01/2000,,6289,56,58,,"0,05",13,,,Ghana,,414,556,África,0,7736,"0,01"
12/01/2000,,1280,51,51,,"0,06",19,,194,Guinea,34,,525,África,0,,"0,01"
12/01/2000,,147,50,53,,"0,05",16,,,Guinea-Bisáu,31,435,534,África,0,,
12/01/2000,,10418,52,54,,"0,05",19,,223,Kenia,28,442,531,África,0,14055,0
12/01/2000,,,47,48,,"0,07",29,,171,Lesoto,45,412,543,África,0,,"0,01"
12/01/2000,,436,52,53,,"0,06",11,,205,Liberia,31,432,537,África,0,,0
12/01/2000,,47114,70,74,,"0,03",252,,,Libia,39,333,628,África,0,15901,"0,01"
12/01/2000,,1874,57,60,,"0,05",12,,265,Madagascar,,455,515,África,0,,0
12/01/2000,,906,46,46,,"0,06",9,,531,Malaui,31,458,511,África,0,,0
12/01/2000,,543,49,49,,"0,06",16,,,Mali,35,461,504,África,0,,0
12/01/2000,,1236,58,61,,"0,06",24,,256,Mauritania,32,428,,África,0,,"0,01"
12/01/2000,,2769,68,75,,"0,04",146,,208,Mauricio,61,258,681,África,"0,07",,"0,15"
12/01/2000,,33905,67,70,,"0,04",54,,133,Marruecos,47,341,613,África,"0,01",10238,"0,08"
12/01/2000,,1349,46,49,,"0,06",15,,,Mozambique,32,438,,África,0,7173,0
12/01/2000,,1643,53,57,,"0,06",126,,153,Namibia,33,405,562,África,"0,02",978,"0,04"
12/01/2000,,796,51,51,,"0,06",10,,,Níger,25,479,495,África,0,,0
12/01/2000,,79182,46,47,,"0,05",17,,213,Nigeria,28,435,537,África,0,90596,0
12/01/2000,,686,47,49,,"0,04",9,,,Ruanda,,466,505,África,0,,"0,01"
12/01/2000,,48,62,65,,"0,09",46,,397,Santo Tomé y Príncipe,,,,África,"0,05",,
12/01/2000,,3938,56,59,,"0,05",22,,,Senegal,32,451,517,África,0,2398,"0,03"
12/01/2000,,565,,,,"0,05",371,,107,Seychelles,81,282,637,África,"0,07",,"0,33"
12/01/2000,,425,37,39,,"0,18",28,,263,Sierra Leona,25,,546,África,0,,0
12/01/2000,,517,49,52,,,,,,Somalia,29,472,499,África,0,,"0,01"
12/01/2000,,368611,54,58,,"0,08",246,,145,Sudáfrica,34,,636,África,"0,05",109264,"0,19"
12/01/2000,,,48,50,,,,,,Sudán del Sur,,447,523,África,,,
12/01/2000,,5534,56,60,,"0,03",15,,,Sudán,,437,533,África,0,13340,0
12/01/2000,,1188,48,49,,"0,05",75,,,Suazilandia,29,446,524,África,"0,01",,"0,03"
12/01/2000,,2651,49,51,,"0,03",10,,216,Tanzania,29,448,523,África,0,13390,0
12/01/2000,,1357,53,54,,"0,05",14,,,Togo,29,442,529,África,"0,01",2111,"0,01"
12/01/2000,,19923,71,75,,"0,05",123,,,Túnez,,298,641,África,"0,03",7306,"0,01"
12/01/2000,,1533,48,48,,"0,07",16,,229,Uganda,27,493,481,África,0,,"0,01"
12/01/2000,,1819,42,42,,"0,06",18,,388,Zambia,27,457,515,África,0,6244,"0,01"
12/01/2000,,13887,44,44,,,,,682,Zimbabue,34,422,545,África,0,9865,"0,02"
12/01/2000,,781,54,56,,,,,,Afganistán,,495,485,Asia,,,
12/01/2000,,3465,68,75,,"0,06",39,,316,Armenia,,259,641,Asia,"0,01",2015,"0,01"
12/01/2000,,29508,64,70,,"0,05",30,,197,Azerbaiyán,56,311,633,Asia,0,11296,"0,05"
12/01/2000,,27869,65,66,,"0,03",10,,155,Bangladés,41,,,Asia,0,18591,0
12/01/2000,,400,60,60,,"0,07",52,,,Bután,38,406,556,Asia,0,,
12/01/2000,,6527,74,78,,"0,03",543,,55,Brunéi,28,304,668,Asia,"0,09",2385,"0,29"
12/01/2000,,1977,59,65,,"0,06",19,,,Camboya,38,408,554,Asia,0,3412,"0,01"
12/01/2000,,3405180,71,74,,"0,05",43,,59,China,69,256,675,Asia,"0,02",1161353,"0,07"
12/01/2000,,4536,68,75,,"0,07",45,,247,Georgia,125,219,656,Asia,"0,01",2869,"0,04"
12/01/2000,,40465,78,84,,,,,95,"Hong Kong (RAE, República Popular China)",,173,717,Asia,"0,28",13392,"0,8"
12/01/2000,,1186663,61,63,,"0,04",20,,123,India,44,342,614,Asia,"0,01",457198,0
12/01/2000,,263419,65,69,,"0,02",15,,185,Indonesia,47,307,647,Asia,"0,01",154768,"0,02"
12/01/2000,,1219589,78,85,,"0,08",2834,,21,Japón,172,146,682,Asia,"0,3",518964,"0,53"
12/01/2000,,127769,60,71,,"0,04",52,,,Kazajistán,68,277,655,Asia,"0,01",35679,"0,01"
12/01/2000,,76699,61,69,,,,,,"Corea, Rep. Pop.",59,,681,Asia,,19717,
12/01/2000,,447561,72,80,,"0,04",491,,85,"Corea, Rep.",73,,717,Asia,"0,45",188161,"0,58"
12/01/2000,,4529,65,72,,"0,05",13,,519,Kirguistán,55,,596,Asia,"0,01",2317,0
12/01/2000,,972,60,63,,"0,03",11,,,Laos,36,435,529,Asia,0,,0
12/01/2000,,1635,75,80,,,,,99,"Macao (RAE, República Popular China)",74,228,698,Asia,"0,14",,"0,33"
12/01/2000,,126603,71,75,,"0,03",120,,77,Malasia,38,333,628,Asia,"0,21",47110,"0,22"
12/01/2000,,499,69,70,,"0,07",162,,,Maldivas,38,413,549,Asia,"0,02",,"0,03"
12/01/2000,,7506,60,66,,"0,05",22,,,Mongolia,37,348,615,Asia,"0,01",2397,"0,06"
12/01/2000,,10088,60,64,,"0,02",3,,153,Birmania,47,307,645,Asia,,12841,0
12/01/2000,,3234,61,63,,"0,05",12,,95,Nepal,38,404,558,Asia,0,8108,0
12/01/2000,,106449,63,65,,"0,03",15,,,Pakistán,39,415,546,Asia,,64067,0
12/01/2000,,73307,64,70,,"0,03",33,,109,Filipinas,32,385,583,Asia,"0,02",39872,"0,08"
12/01/2000,,49006,76,80,,"0,03",662,,58,Singapur,73,215,712,Asia,"0,36",18692,"0,7"
12/01/2000,,10161,68,75,,"0,04",32,,162,Sri Lanka,63,269,669,Asia,"0,01",8327,"0,02"
12/01/2000,,2237,60,68,,"0,05",6,,256,Tayikistán,35,429,536,Asia,0,2149,0
12/01/2000,,188355,67,75,,"0,03",67,,78,Tailandia,66,242,693,Asia,"0,04",72284,"0,05"
12/01/2000,,,58,61,,"0,05",19,,,Timor Oriental,24,498,479,Asia,,,
12/01/2000,,35365,60,68,,"0,04",44,,,Turkmenistán,43,363,594,Asia,0,14871,0
12/01/2000,,119951,64,70,,"0,05",29,,,Uzbekistán,43,373,584,Asia,"0,01",50757,0
12/01/2000,,53645,69,78,,"0,05",20,,106,Vietnam,64,316,,Asia,0,28736,"0,01"
12/01/2000,,3022,71,77,,"0,06",70,,221,Albania,68,303,628,Europa,0,1763,"0,01"
12/01/2000,,524,,,,"0,06","1,33",,,Andorra,,,,Europa,"0,11",,"0,36"
12/01/2000,,63696,75,81,,"0,1",2403,,,Austria,155,,675,Europa,"0,34",28558,"0,76"
12/01/2000,,53469,63,75,,"0,06",64,,677,Bielorrusia,134,186,679,Europa,"0,02",24695,"0,01"
12/01/2000,,115709,75,81,,"0,08",1845,,,Bélgica,169,176,655,Europa,"0,29",58508,"0,55"
12/01/2000,,23223,72,77,,"0,07",103,,305,Bosnia y Herzegovina,107,202,691,Europa,"0,01",4346,"0,02"
12/01/2000,,43531,68,75,,"0,06",98,,113,Bulgaria,166,157,677,Europa,"0,05",18688,"0,09"
12/01/2000,,19644,69,77,,"0,08",377,,121,Croacia,156,172,673,Europa,"0,07",7790,"0,23"
12/01/2000,,6850,76,80,,"0,06",744,,,Chipre,102,224,674,Europa,"0,15",2137,"0,23"
12/01/2000,,124649,72,78,,"0,06",361,,72,República Checa,138,165,697,Europa,"0,1",40993,"0,42"
12/01/2000,,47260,74,79,,"0,09",2613,,81,Dinamarca,149,185,667,Europa,"0,39",18634,"0,63"
12/01/2000,,15181,65,76,,"0,05",213,,74,Estonia,152,,669,Europa,"0,29",4715,"0,41"
12/01/2000,,711,76,82,,,,,,Islas Feroe,,,,Europa,"0,33",,"0,37"
12/01/2000,,52141,74,81,,"0,07","1,7",,56,Finlandia,149,182,669,Europa,"0,37",32233,"0,72"
12/01/2000,,365560,75,83,,"0,1",2209,,67,Francia,,189,,Europa,"0,14",251981,"0,49"
12/01/2000,,829978,75,81,,"0,1",2387,,96,Alemania,163,156,681,Europa,"0,3",336584,"0,58"
12/01/2000,,91616,75,81,,"0,08",918,,123,Grecia,168,152,,Europa,"0,09",27086,"0,54"
12/01/2000,,57238,67,76,,"0,07",326,,126,Hungría,151,168,,Europa,"0,07",24999,"0,3"
12/01/2000,,2164,78,82,,"0,1",2961,,168,Islandia,116,233,651,Europa,"0,45",3100,"0,76"
12/01/2000,,41345,74,79,,"0,06",1572,,48,Irlanda,112,218,,Europa,"0,18",13574,"0,65"
12/01/2000,,,,,,,,,,Isla de Man,,,,Europa,,,
12/01/2000,,451441,77,83,,"0,08",1527,,,Italia,183,143,674,Europa,"0,23",171522,"0,74"
12/01/2000,,,66,70,,,,,,Kosovo,,,,Europa,,1545,
12/01/2000,,6241,65,76,,"0,06",197,,119,Letonia,,179,671,Europa,"0,06",3832,"0,17"
12/01/2000,,,74,80,,,,,,Liechtenstein,,,,Europa,"0,37",,"0,3"
12/01/2000,,12200,67,78,,"0,07",212,,121,Lituania,139,199,662,Europa,"0,06",7131,"0,15"
12/01/2000,,8240,75,81,,"0,08",3495,,,Luxemburgo,141,189,,Europa,"0,23",3335,"0,7"
12/01/2000,,12064,71,76,,"0,09",153,,189,Macedonia (Antigua República Yugoslava),,224,676,Europa,"0,03",2668,"0,06"
12/01/2000,,2065,76,80,,"0,07",643,,73,Malta,107,207,686,Europa,"0,13",676,"0,28"
12/01/2000,,3513,63,71,,"0,07",24,,338,Moldavia,,237,663,Europa,"0,01",2883,"0,03"
12/01/2000,,,,,,"0,03",2685,,,Mónaco,,,,Europa,"0,42",,"0,43"
12/01/2000,,,71,77,,"0,08",121,,,Montenegro,113,213,673,Europa,,,
12/01/2000,,165363,76,81,,"0,08",1932,,48,Países Bajos,136,186,679,Europa,"0,44",73223,"0,68"
12/01/2000,,38808,76,81,,"0,09",3432,,89,Noruega,152,,648,Europa,"0,52",26092,"0,72"
12/01/2000,,301691,70,78,,"0,06",247,,,Polonia,123,194,684,Europa,"0,07",89116,"0,18"
12/01/2000,,62966,73,80,,"0,09","1,07",,,Portugal,162,162,676,Europa,"0,16",24673,"0,65"
12/01/2000,,89985,68,75,,"0,04",72,,539,Rumania,134,186,,Europa,"0,04",36228,"0,11"
12/01/2000,,1558112,59,72,,"0,05",96,,244,Rusia,124,182,694,Europa,"0,02",619265,"0,02"
12/01/2000,,,77,84,,"0,05",2161,,92,San Marino,,,,Europa,"0,49",,"0,54"
12/01/2000,,,70,75,,"0,07",51,,63,Serbia,129,202,669,Europa,,13728,
12/01/2000,,37312,69,77,,"0,06",208,,149,Eslovaquia,114,197,689,Europa,"0,09",17743,"0,23"
12/01/2000,,14265,72,79,,"0,08",831,,158,Eslovenia,141,159,,Europa,"0,15",6413,"0,61"
12/01/2000,,294434,76,83,,"0,07",1045,,52,España,169,148,684,Europa,"0,14",121856,"0,6"
12/01/2000,,49794,77,82,,"0,08",2282,,58,Suecia,173,184,643,Europa,"0,46",47556,"0,72"
12/01/2000,,39050,77,83,,"0,1",3541,,43,Suiza,153,174,673,Europa,"0,47",25005,"0,65"
12/01/2000,,216148,66,74,,"0,05",196,,,Turquía,,307,634,Europa,"0,04",76348,"0,26"
12/01/2000,,320774,62,74,,"0,06",36,,415,Ucrania,138,175,688,Europa,"0,01",133794,"0,02"
12/01/2000,,543662,75,80,,"0,07",1761,,,Reino Unido,158,,652,Europa,"0,27",222940,"0,74"
12/01/2000,,18643,74,76,,"0,04",476,,116,Baréin,24,308,667,Oriente Medio,"0,06",5865,"0,31"
12/01/2000,,372703,69,71,,"0,05",231,,,Irán,42,347,611,Oriente Medio,"0,01",122983,"0,02"
12/01/2000,,72445,69,73,,"0,01",7,,,Irak,35,428,537,Oriente Medio,,25937,
12/01/2000,,62691,77,81,,"0,07",1454,,128,Israel,,281,619,Oriente Medio,"0,21",18234,"0,73"
12/01/2000,,15508,70,73,,"0,1",171,,118,Jordania,31,394,575,Oriente Medio,"0,03",4864,"0,08"
12/01/2000,,55181,72,74,,"0,03",494,,89,Kuwait,31,257,712,Oriente Medio,"0,07",18805,"0,25"
12/01/2000,,15354,73,76,,"0,11",579,,182,Líbano,71,286,643,Oriente Medio,"0,08",4907,"0,23"
12/01/2000,,21896,70,74,,"0,03",264,,101,Omán,23,372,605,Oriente Medio,"0,04",8083,"0,07"
12/01/2000,,34730,76,78,,"0,02",652,,,Qatar,17,259,724,Oriente Medio,"0,05",10876,"0,2"
12/01/2000,,296935,71,74,,"0,04",398,,,Arabia Saudí,35,384,581,Oriente Medio,"0,02",101325,"0,07"
12/01/2000,,51048,72,75,,"0,05",59,,,Siria,34,408,558,Oriente Medio,0,15765,0
12/01/2000,,112562,73,75,,"0,02",752,,97,Emiratos Árabes Unidos,,254,736,Oriente Medio,"0,24",33944,"0,47"
12/01/2000,,14639,59,62,,"0,04",25,,195,Yemen,29,486,485,Oriente Medio,0,4747,0
12/01/2000,,,,,,,,,,Samoa Americana,,,,Oceanía,,,"0,04"
12/01/2000,,329605,77,82,,"0,08",1713,,93,Australia,124,207,669,Oceanía,"0,47",108110,"0,45"
12/01/2000,,865,65,70,,"0,04",80,,84,Fiyi,34,351,615,Oceanía,"0,02",,"0,07"
12/01/2000,,631,70,75,,,,,,Polinesia Francesa,43,318,,Oceanía,"0,06",,"0,17"
12/01/2000,,,73,78,,,,,,Guam,54,305,642,Oceanía,"0,16",,"0,18"
12/01/2000,,33,62,68,,"0,08",65,,,Kiribati,34,399,567,Oceanía,"0,02",,0
12/01/2000,,77,63,68,,"0,23",466,,,Islas Marshall,,,,Oceanía,"0,02",,"0,01"
12/01/2000,,136,67,68,,"0,08",170,,153,Micronesia (Estados Federados),37,403,,Oceanía,"0,04",,
12/01/2000,,2299,72,78,,,,,,Nueva Caledonia,59,287,654,Oceanía,"0,14",,"0,24"
12/01/2000,,32897,76,81,,"0,08",1052,,78,Nueva Zelanda,118,227,655,Oceanía,"0,47",17056,"0,4"
12/01/2000,,2688,57,61,,"0,04",26,,175,Papúa Nueva Guinea,25,402,573,Oceanía,"0,01",,0
12/01/2000,,139,66,73,,"0,06",80,,,Samoa,45,407,548,Oceanía,"0,01",,"0,01"
12/01/2000,,165,62,64,,"0,05",48,,146,Islas Salomón,28,419,553,Oceanía,"0,01",,0
12/01/2000,,121,69,73,,"0,05",92,,113,Tonga,57,384,559,Oceanía,"0,02",,0
12/01/2000,,81,66,69,,"0,04",52,,99,Vanuatu,33,415,552,Oceanía,"0,02",,0
12/01/2000,,345,71,76,,"0,04",408,,122,Antigua y Barbuda,71,292,637,América,"0,07",,"0,28"
12/01/2000,,141077,70,78,,"0,09",710,,111,Argentina,99,279,621,América,"0,07",60954,"0,18"
12/01/2000,,2233,71,76,,,,,121,Aruba,76,232,692,América,"0,15",,"0,17"
12/01/2000,,1668,69,75,,"0,05",1107,,,Bahamas,54,293,654,América,"0,08",,"0,11"
12/01/2000,,1188,71,75,,"0,06",602,,102,Barbados,115,219,666,América,"0,04",,"0,11"
12/01/2000,,689,67,74,,"0,04",139,,,Belice,43,402,555,América,"0,06",,"0,07"
12/01/2000,,495,75,81,,,,,,Bermudas,,,,América,"0,43",,"0,21"
12/01/2000,,10224,61,65,,"0,06",60,,346,Bolivia,42,398,,América,"0,01",3737,"0,07"
12/01/2000,,327984,67,74,,"0,07",265,,568,Brasil,55,296,649,América,"0,03",187442,"0,13"
12/01/2000,,534484,77,82,,"0,09","2,09",,73,Canadá,125,192,683,América,"0,51",251450,"0,28"
12/01/2000,,455,,,,,,,,Islas Caimán,,,,América,,,"0,26"
12/01/2000,,58694,74,80,,"0,08",390,,148,Chile,72,278,,América,"0,17",25174,"0,22"
12/01/2000,,57924,67,75,,"0,06",148,,188,Colombia,47,328,624,América,"0,02",25814,"0,06"
12/01/2000,,5475,75,80,,"0,07",287,,249,Costa Rica,55,315,631,América,"0,06",2874,"0,05"
12/01/2000,,26039,75,79,,"0,06",166,,,Cuba,99,216,685,América,"0,01",12859,0
12/01/2000,,,,,,,,,,Curazao,103,249,648,América,,,
12/01/2000,,103,,,,"0,05",231,,117,Dominica,,,,América,"0,09",,"0,02"
12/01/2000,,20117,68,74,,"0,06",173,,268,República Dominicana,51,349,599,América,"0,04",7499,"0,08"
12/01/2000,,20942,71,76,,"0,04",53,,171,Ecuador,51,345,604,América,"0,02",7815,"0,04"
12/01/2000,,5743,65,74,,"0,08",179,,,El Salvador,55,383,562,América,"0,01",3968,"0,13"
12/01/2000,,532,64,70,,,,,,Groenlandia,,,,América,"0,32",,"0,27"
12/01/2000,,191,68,73,,"0,07",339,,116,Granada,78,,572,América,"0,04",,"0,04"
12/01/2000,,9916,64,71,,"0,06",96,,209,Guatemala,,441,519,América,"0,01",7041,"0,08"
12/01/2000,,1610,60,67,,"0,06",56,,173,Guyana,45,354,602,América,"0,07",,"0,05"
12/01/2000,,1368,56,59,,"0,06",26,,314,Haití,,403,557,América,0,2010,"0,01"
12/01/2000,,5031,68,73,,"0,07",76,,268,Honduras,39,424,537,América,"0,01",2990,"0,03"
12/01/2000,,10319,68,73,,"0,06",189,,233,Jamaica,75,327,599,América,"0,03",3829,"0,14"
12/01/2000,,381518,72,77,,"0,05",328,,169,México,49,341,,América,"0,05",145384,"0,14"
12/01/2000,,3762,67,72,,"0,05",54,,181,Nicaragua,37,409,554,América,"0,01",2522,"0,02"
12/01/2000,,5790,73,78,,"0,08",295,,105,Panamá,55,321,623,América,"0,07",2569,"0,13"
12/01/2000,,3689,68,72,,"0,08",124,,268,Paraguay,44,382,574,América,"0,01",3850,"0,15"
12/01/2000,,30297,68,73,,"0,05",96,,,Perú,48,341,611,América,"0,03",12222,"0,05"
12/01/2000,,,73,81,,,,,,Puerto Rico,113,236,651,América,"0,11",,"0,35"
12/01/2000,,,,,,,,,,Isla de San Martín (parte neerlandesa),,,,América,,,
12/01/2000,,103,,,,"0,04",392,,111,San Cristóbal y Nieves,,,,América,"0,06",,"0,03"
12/01/2000,,330,70,73,,"0,06",272,,131,Santa Lucía,76,322,602,América,"0,05",,"0,02"
12/01/2000,,,74,80,,,,,,San Martín,,,,América,,,
12/01/2000,,158,68,73,,"0,04",137,,115,San Vicente y las Granadinas,69,314,616,América,"0,03",,"0,02"
12/01/2000,,2127,65,71,,"0,09",167,,,Surinam,57,306,637,América,"0,03",,"0,09"
12/01/2000,,24514,65,72,,"0,04",260,,165,Trinidad y Tobago,65,256,679,América,"0,08",10854,"0,13"
12/01/2000,,15,,,,,,,,Islas Turcas y Caicos,,,,América,,,
12/01/2000,,5713560,74,79,,"0,14","4,79",,92,Estados Unidos,124,213,663,América,"0,43",2273332,"0,39"
12/01/2000,,5306,71,78,,"0,11",773,,461,Uruguay,131,246,624,América,"0,11",3092,"0,12"
12/01/2000,,152415,70,75,,"0,06",273,,252,Venezuela,46,337,617,América,"0,03",56424,"0,22"
12/01/2000,,,73,80,,,,,,Islas Vírgenes (EE. UU.),86,259,655,América,"0,14",,"0,32"
12/01/2001,,84293,68,71,,"0,04",65,,95,Argelia,,,,África,"0,01",27072,0
12/01/2001,,9732,45,47,,"0,06",36,,,Angola,25,477,499,África,0,7883,"0,01"
12/01/2001,,1738,54,57,,"0,05",16,,,Benín,29,453,518,África,0,2109,"0,02"
12/01/2001,,4334,48,51,,"0,05",175,,158,Botsuana,,377,593,África,"0,03",1868,"0,19"
12/01/2001,,997,50,52,,"0,05",12,,,Burkina Faso,27,467,506,África,0,,"0,01"
12/01/2001,,216,47,50,,"0,07",7,,168,Burundi,29,484,487,África,0,,"0,01"
12/01/2001,,3421,51,53,,"0,05",27,,207,Camerún,34,451,515,África,0,6384,"0,03"
12/01/2001,,246,42,45,,"0,04",10,,207,República Centroafricana,,422,538,África,0,,0
12/01/2001,,172,46,48,,"0,06",12,,207,Chad,28,491,481,África,0,,0
12/01/2001,,88,57,60,,"0,03",11,,,Comoras,31,414,555,África,0,,
12/01/2001,,1566,45,48,,"0,04",6,,,"Congo, Rep. Democrática)",28,464,507,África,0,17242,0
12/01/2001,,862,51,54,,"0,02",21,,207,Congo (Brazzaville),36,419,545,África,0,884,"0,05"
12/01/2001,,7726,46,47,,"0,05",34,,,Costa de Marfil,29,421,,África,0,6483,"0,04"
12/01/2001,,385,56,59,,"0,05",41,,115,Yibuti,31,407,562,África,0,,0
12/01/2001,,125452,66,71,,"0,06",76,,133,Egipto,54,348,598,África,"0,01",45698,"0,04"
12/01/2001,,3095,47,49,,"0,02",50,,207,Guinea Ecuatorial,36,423,541,África,0,,"0,03"
12/01/2001,,631,54,59,,"0,04",7,,,Eritrea,19,462,519,África,0,742,
12/01/2001,,4309,52,54,,"0,05",6,,109,Etiopía,31,466,504,África,0,26171,0
12/01/2001,,1782,58,61,,"0,03",125,,207,Gabón,58,404,538,África,"0,01",1579,"0,12"
12/01/2001,,282,54,57,,"0,05",25,,,Gambia,27,459,515,África,"0,01",,"0,04"
12/01/2001,,6920,56,58,,"0,06",15,,,Ghana,31,412,557,África,0,8045,"0,01"
12/01/2001,,1298,51,51,,"0,06",19,,,Guinea,34,,526,África,0,,"0,01"
12/01/2001,,150,51,53,,"0,05",15,,,Guinea-Bisáu,31,434,535,África,0,,
12/01/2001,,9369,52,54,,"0,05",19,,197,Kenia,28,438,534,África,"0,01",14259,"0,02"
12/01/2001,,,45,46,,"0,08",28,,166,Lesoto,46,,545,África,0,,"0,03"
12/01/2001,,502,52,53,,"0,06",11,,221,Liberia,31,432,537,África,0,,0
12/01/2001,,48100,71,74,,"0,04",261,,,Libia,,326,634,África,0,16361,"0,01"
12/01/2001,,1742,58,60,,"0,05",14,,253,Madagascar,,455,516,África,0,,"0,01"
12/01/2001,,906,46,46,,"0,05",8,,562,Malaui,,,,África,0,,"0,01"
12/01/2001,,546,50,49,,"0,06",18,,,Mali,34,461,505,África,0,,0
12/01/2001,,1349,58,61,,"0,05",19,,225,Mauritania,32,426,543,África,0,,"0,04"
12/01/2001,,2967,68,75,,"0,04",147,,211,Mauricio,63,255,683,África,"0,09",,"0,23"
12/01/2001,,37715,67,70,,"0,04",58,,133,Marruecos,48,333,619,África,"0,01",10894,"0,16"
12/01/2001,,1580,46,49,,"0,06",12,,227,Mozambique,32,,529,África,0,7547,"0,01"
12/01/2001,,2017,52,56,,"0,06",113,,145,Namibia,33,403,564,África,"0,02",1127,"0,06"
12/01/2001,,759,51,51,,"0,07",12,,,Níger,25,481,494,África,0,,0
12/01/2001,,83351,46,47,,"0,05",18,,234,Nigeria,28,435,538,África,0,94633,0
12/01/2001,,689,48,50,,"0,04",8,,173,Ruanda,29,464,507,África,0,,"0,01"
12/01/2001,,51,62,65,,"0,1",52,,,Santo Tomé y Príncipe,,434,526,África,"0,06",,
12/01/2001,,4331,57,60,,"0,05",24,,,Senegal,32,449,519,África,"0,01",2592,"0,03"
12/01/2001,,642,,,,"0,05",356,,106,Seychelles,,275,645,África,"0,11",,"0,45"
12/01/2001,,568,38,40,,"0,16",40,,243,Sierra Leona,24,429,547,África,0,,"0,01"
12/01/2001,,502,50,53,,,,,,Somalia,29,473,497,África,0,,"0,01"
12/01/2001,,362743,53,57,,"0,09",223,,138,Sudáfrica,36,325,,África,"0,06",112399,"0,24"
12/01/2001,,,48,51,,,,,,Sudán del Sur,31,446,523,África,,,
12/01/2001,,6370,57,60,,"0,04",16,,,Sudán,,436,534,África,0,13988,0
12/01/2001,,1144,47,48,,"0,05",65,,133,Suazilandia,,,,África,"0,01",,"0,05"
12/01/2001,,3128,50,51,,"0,04",11,,201,Tanzania,29,447,524,África,0,14203,"0,01"
12/01/2001,,1162,53,54,,"0,05",14,,,Togo,28,439,532,África,"0,01",2106,"0,02"
12/01/2001,,20818,71,75,,"0,05",122,,,Túnez,62,289,649,África,"0,04",7711,"0,04"
12/01/2001,,1621,49,49,,"0,07",17,,227,Uganda,27,493,,África,0,,"0,01"
12/01/2001,,1907,42,43,,"0,06",21,,462,Zambia,27,459,514,África,0,6430,"0,01"
12/01/2001,,12563,43,43,,,,,,Zimbabue,34,419,547,África,"0,01",9690,"0,03"
12/01/2001,,645,54,56,,,,,,Afganistán,,495,484,Asia,0,,
12/01/2001,,3542,68,75,,"0,06",41,,267,Armenia,104,,646,Asia,"0,02",2006,"0,01"
12/01/2001,,28771,64,70,,"0,05",31,,197,Azerbaiyán,58,301,641,Asia,0,11445,"0,09"
12/01/2001,,32457,66,66,,"0,03",10,,158,Bangladés,41,364,595,Asia,0,20223,0
12/01/2001,,389,61,61,,"0,06",51,,158,Bután,39,393,568,Asia,"0,01",,
12/01/2001,,6197,74,78,,"0,03",525,,55,Brunéi,28,301,671,Asia,"0,13",2208,"0,42"
12/01/2001,,2252,60,66,,"0,06",20,,,Camboya,39,397,564,Asia,0,3430,"0,02"
12/01/2001,,3487566,71,74,,"0,05",47,,59,China,,246,683,Asia,"0,03",1186797,"0,11"
12/01/2001,,3770,68,76,,"0,08",54,,223,Georgia,129,212,659,Asia,"0,01",2570,"0,06"
12/01/2001,,37972,78,85,,,,,51,"Hong Kong (RAE, República Popular China)",112,167,,Asia,"0,39",14145,"0,84"
12/01/2001,,1203843,61,64,,"0,05",21,,121,India,44,338,617,Asia,"0,01",464501,"0,01"
