Año,Días para iniciar un negocio,Emisiones de CO2,Esperanza de vida (hombres),Esperanza de vida (mujeres),Facilidad para hacer negocios,Gasto en salud (% del PIB),Gasto en salud (per cápita),Horas para preparar los impuestos,Interés de préstamos,País,Población +65,Población 0-14,Población 15-64,Región,Uso de Internet,Uso de energía,Uso de teléfonos móviles
12/01/2010,10,6399,65,74,,"0,07",60,202,315,Kirguistán,44,,655,Asia,"0,18",2805,"0,99"
12/01/2010,93,1874,66,68,,"0,03",29,362,226,Laos,37,368,595,Asia,"0,07",,"0,63"
12/01/2010,,1030,77,82,,,,,53,"Macao (RAE, República Popular China)",72,127,801,Asia,"0,55",,"2,1"
12/01/2010,17,216804,72,77,,"0,04",345,145,,Malasia,48,277,675,Asia,"0,56",72645,"1,2"
12/01/2010,9,1074,76,78,,"0,06",379,,104,Maldivas,,,,Asia,"0,27",,"1,52"
12/01/2010,13,11511,63,71,,"0,06",143,192,201,Mongolia,38,,692,Asia,"0,1",3454,"0,93"
12/01/2010,,8995,63,67,,"0,02",15,,,Birmania,51,261,688,Asia,0,13997,"0,01"
12/01/2010,31,3755,66,68,,"0,06",36,338,,Nepal,49,371,,Asia,"0,08",10218,"0,34"
12/01/2010,21,161396,65,67,,"0,03",30,560,,Pakistán,43,354,602,Asia,"0,08",84311,"0,57"
12/01/2010,37,81591,65,72,,"0,04",90,195,77,Filipinas,37,353,,Asia,"0,25",40512,"0,89"
12/01/2010,3,13520,79,84,,"0,04",1893,84,54,Singapur,,173,736,Asia,"0,71",34280,"1,45"
12/01/2010,37,12710,71,77,,"0,03",82,256,102,Sri Lanka,78,251,671,Asia,"0,12",9844,"0,84"
12/01/2010,27,2860,64,70,,"0,06",44,224,242,Tayikistán,33,359,608,Asia,"0,12",2370,"0,78"
12/01/2010,32,295282,71,77,,"0,04",183,264,59,Tailandia,89,193,718,Asia,"0,22",117429,"1,08"
12/01/2010,110,183,64,68,,"0,06",46,276,,Timor Oriental,31,473,496,Asia,0,,"0,44"
12/01/2010,,53054,61,69,,"0,02",95,,,Turkmenistán,41,292,666,Asia,"0,03",22675,"0,63"
12/01/2010,15,104443,65,71,,"0,05",75,205,,Uzbekistán,44,298,658,Asia,"0,2",43747,"0,76"
12/01/2010,38,150230,71,80,,"0,07",83,941,131,Vietnam,65,235,,Asia,"0,31",58912,"1,25"
12/01/2010,6,4283,74,80,,"0,06",207,360,128,Albania,101,228,671,Europa,"0,45",2059,"0,86"
12/01/2010,,517,,,,"0,07",2958,,,Andorra,,,,Europa,"0,81",,"0,84"
12/01/2010,25,66897,78,83,,"0,12",5272,170,,Austria,178,148,674,Europa,"0,75",34228,"1,46"
12/01/2010,10,62222,65,77,,"0,06",323,798,92,Bielorrusia,139,148,712,Europa,"0,32",27686,"1,09"
12/01/2010,4,108947,78,83,,"0,11","4,57",156,,Bélgica,172,168,661,Europa,"0,75",60892,"1,11"
12/01/2010,64,31125,73,78,,"0,1",427,422,79,Bosnia y Herzegovina,151,174,675,Europa,"0,52",6451,"0,81"
12/01/2010,18,44679,70,77,,"0,08",480,616,111,Bulgaria,183,133,683,Europa,"0,46",17897,"1,38"
12/01/2010,9,20884,74,80,,"0,08",1051,196,104,Croacia,175,153,672,Europa,"0,57",8564,"1,14"
12/01/2010,8,7708,77,81,,"0,07",2012,149,,Chipre,116,178,707,Europa,"0,53",2443,"0,94"
12/01/2010,20,111752,74,81,,"0,07",1404,557,59,República Checa,154,142,704,Europa,"0,69",44043,"1,23"
12/01/2010,6,46303,77,81,,"0,11",6266,135,,Dinamarca,167,,654,Europa,"0,89",19307,"1,16"
12/01/2010,7,18339,71,81,,"0,06",894,81,78,Estonia,175,154,671,Europa,"0,74",5568,"1,27"
12/01/2010,,711,79,84,,,,,,Islas Feroe,,,,Europa,"0,75",,"1,2"
12/01/2010,14,61844,77,83,,"0,09",3978,243,,Finlandia,171,165,664,Europa,"0,87",36429,"1,56"
12/01/2010,7,361273,78,85,,"0,12",4634,132,,Francia,168,184,648,Europa,"0,77",261157,"0,91"
12/01/2010,15,745384,78,83,,"0,12",4668,215,,Alemania,208,134,658,Europa,"0,82",329769,"1,07"
12/01/2010,19,86717,78,83,,"0,09",2442,224,,Grecia,,145,665,Europa,"0,44",27615,"1,11"
12/01/2010,4,50583,71,78,,"0,08",1026,277,76,Hungría,167,146,686,Europa,"0,65",25667,"1,2"
12/01/2010,5,1962,80,84,,"0,09","3,73",140,103,Islandia,121,209,669,Europa,"0,93",5369,"1,07"
12/01/2010,13,40000,79,83,,"0,09","4,32",76,,Irlanda,113,213,673,Europa,"0,7",14219,"1,05"
12/01/2010,,,,,,,,,,Isla de Man,,,,Europa,,,
12/01/2010,6,406307,80,85,,"0,09",3205,285,,Italia,203,,657,Europa,"0,54",170239,"1,55"
12/01/2010,58,,68,72,,,,163,143,Kosovo,67,275,659,Europa,,2496,
12/01/2010,16,7616,69,78,,"0,07",742,293,96,Letonia,184,142,675,Europa,"0,68",4644,"1,1"
12/01/2010,,,80,84,,,,,,Liechtenstein,,,,Europa,"0,8",,"0,98"
12/01/2010,22,13561,68,79,,"0,07",782,175,,Lituania,155,152,693,Europa,"0,62",7052,"1,59"
12/01/2010,19,10829,78,84,,"0,07",7592,59,,Luxemburgo,,176,684,Europa,"0,91",4220,"1,43"
12/01/2010,3,10873,73,77,,"0,07",309,119,95,Macedonia (Antigua República Yugoslava),117,174,709,Europa,"0,52",2883,"1,02"
12/01/2010,,2589,79,84,,"0,09",1707,,46,Malta,145,156,699,Europa,"0,63",848,"1,07"
12/01/2010,10,4855,65,72,,"0,12",190,228,164,Moldavia,112,167,722,Europa,"0,32",3426,"0,71"
12/01/2010,,,,,,"0,04",6431,,,Mónaco,,,,Europa,"0,75",,"0,64"
12/01/2010,10,2582,72,77,,"0,07",476,372,95,Montenegro,125,195,681,Europa,"0,38",1174,"1,89"
12/01/2010,8,182078,79,83,,"0,12",5676,134,18,Países Bajos,154,175,671,Europa,"0,91",83426,"1,15"
12/01/2010,7,57187,79,83,,"0,1",8694,87,,Noruega,,188,662,Europa,"0,93",32338,"1,15"
12/01/2010,32,317254,72,81,,"0,07",860,325,,Polonia,135,,715,Europa,"0,62",101539,"1,23"
12/01/2010,5,52361,76,82,,"0,11",2324,298,,Portugal,,151,668,Europa,"0,53",23541,"1,15"
12/01/2010,9,78745,70,77,,"0,06",457,222,141,Rumania,148,,701,Europa,"0,4",35031,"1,11"
12/01/2010,29,1740776,63,75,,"0,06",669,320,108,Rusia,131,149,,Europa,"0,43",702292,"1,66"
12/01/2010,,,80,86,,"0,05",3319,,54,San Marino,,,,Europa,,,"0,99"
12/01/2010,13,45962,71,77,,"0,11",546,279,173,Serbia,137,169,694,Europa,"0,41",15536,"1,25"
12/01/2010,18,36094,72,79,,"0,09",1446,257,,Eslovaquia,123,151,726,Europa,"0,76",17828,"1,09"
12/01/2010,6,15328,76,83,,"0,09",2044,260,,Eslovenia,167,,693,Europa,"0,7",7230,"1,03"
12/01/2010,47,269675,79,85,,"0,1",2902,197,,España,171,149,,Europa,"0,66",127749,"1,11"
12/01/2010,16,52515,80,84,,"0,1",4694,122,,Suecia,182,165,653,Europa,"0,9",51315,"1,17"
12/01/2010,18,38757,80,85,,"0,11",7697,63,27,Suiza,169,151,,Europa,"0,84",26199,"1,23"
12/01/2010,6,298002,71,78,,"0,07",680,226,,Turquía,71,267,662,Europa,"0,4",105133,"0,86"
12/01/2010,27,304805,65,76,,"0,08",231,657,159,Ucrania,158,139,703,Europa,"0,23",132308,"1,17"
12/01/2010,12,493505,79,82,,"0,1",3489,110,5,Reino Unido,166,176,659,Europa,"0,85",201829,"1,24"
12/01/2010,9,24202,76,77,,"0,04",747,36,72,Baréin,,199,781,Oriente Medio,"0,55",9472,"1,25"
12/01/2010,11,571612,71,75,,"0,07",416,344,,Irán,52,236,712,Oriente Medio,"0,15",210678,"0,73"
12/01/2010,32,114667,65,73,,"0,03",141,312,133,Irak,34,412,554,Oriente Medio,"0,03",37845,"0,75"
12/01/2010,20,70656,80,84,,"0,08",2165,235,,Israel,104,272,623,Oriente Medio,"0,68",23195,"1,23"
12/01/2010,12,20821,72,75,,"0,09",361,136,,Jordania,34,351,615,Oriente Medio,"0,27",7105,"1,03"
12/01/2010,35,93696,73,75,,"0,03",1116,98,49,Kuwait,21,252,726,Oriente Medio,"0,61",32586,"1,33"
12/01/2010,9,20403,77,81,,"0,07",620,180,83,Líbano,84,237,678,Oriente Medio,"0,44",6382,"0,66"
12/01/2010,12,57202,74,78,,"0,03",582,62,68,Omán,25,274,701,Oriente Medio,"0,36",23158,"1,64"
12/01/2010,10,70531,77,79,,"0,02",1496,36,73,Qatar,11,137,852,Oriente Medio,"0,69",28973,"1,25"
12/01/2010,21,464481,73,77,,"0,04",663,79,,Arabia Saudí,,307,663,Oriente Medio,"0,41",192004,"1,89"
12/01/2010,13,61859,72,78,,"0,03",97,336,99,Siria,37,357,605,Oriente Medio,"0,21",21649,"0,54"
12/01/2010,15,167597,76,78,,"0,03",1283,12,,Emiratos Árabes Unidos,3,139,858,Oriente Medio,"0,68",63099,"1,29"
12/01/2010,12,21852,61,64,,"0,05",66,248,238,Yemen,27,,553,Oriente Medio,"0,12",8360,"0,49"
12/01/2010,,,,,,,,,,Samoa Americana,,,,Oceanía,,,
12/01/2010,3,373081,80,84,,"0,09",5138,109,73,Australia,134,189,676,Oceanía,"0,76",122512,1
12/01/2010,46,1291,66,72,,"0,04",154,163,75,Fiyi,48,,661,Oceanía,"0,2",,"0,81"
12/01/2010,,884,73,78,,,,,,Polinesia Francesa,68,238,695,Oceanía,"0,49",,"0,81"
12/01/2010,,,75,81,,,,,,Guam,73,275,652,Oceanía,"0,54",,
12/01/2010,31,62,65,71,,"0,11",162,120,,Kiribati,39,336,626,Oceanía,"0,09",,"0,11"
12/01/2010,17,103,,,,"0,16",542,128,,Islas Marshall,,,,Oceanía,"0,07",,
12/01/2010,16,103,68,69,,"0,14",393,128,151,Micronesia (Estados Federados),38,369,593,Oceanía,"0,2",,"0,27"
12/01/2010,,3920,73,79,,,,,,Nueva Caledonia,95,235,,Oceanía,"0,42",,"0,9"
12/01/2010,1,31551,79,83,,"0,1","3,26",172,63,Nueva Zelanda,,205,665,Oceanía,"0,81",18287,"1,08"
12/01/2010,51,3135,60,64,,"0,04",57,194,104,Papúa Nueva Guinea,28,391,582,Oceanía,"0,01",,"0,28"
12/01/2010,9,161,69,76,,"0,06",201,224,107,Samoa,51,383,567,Oceanía,"0,07",,
12/01/2010,56,202,66,68,,"0,07",95,80,144,Islas Salomón,33,408,,Oceanía,"0,05",,"0,22"
12/01/2010,25,158,69,75,,"0,05",172,164,115,Tonga,59,375,567,Oceanía,"0,16",,"0,52"
12/01/2010,47,117,69,73,,"0,05",139,120,55,Vanuatu,39,382,579,Oceanía,"0,08",,"0,72"
12/01/2010,21,513,73,78,,"0,06",736,207,,Antigua y Barbuda,72,262,665,América,"0,47",,"1,93"
12/01/2010,25,180512,72,79,,"0,08",751,453,106,Argentina,106,249,645,América,"0,45",78162,"1,41"
12/01/2010,,2321,73,77,,,,,107,Aruba,103,208,689,América,"0,62",,"1,3"
12/01/2010,24,2464,72,78,,"0,07",1626,58,55,Bahamas,,225,706,América,"0,43",,"1,19"
12/01/2010,,1503,72,77,,"0,07",978,,87,Barbados,104,193,703,América,"0,68",,"1,25"
12/01/2010,44,422,70,76,,"0,06",265,147,139,Belice,39,355,606,América,"0,14",,"0,63"
12/01/2010,,477,77,82,,,,,,Bermudas,,,,América,"0,84",,"1,36"
12/01/2010,49,15456,64,69,,"0,06",106,"1,08",99,Bolivia,47,,593,América,"0,22",7341,"0,71"
12/01/2010,119,419754,70,77,,"0,09",989,"2,6",,Brasil,69,255,676,América,"0,41",265887,"1,01"
12/01/2010,5,499137,79,83,,"0,11",5273,131,26,Canadá,142,165,694,América,"0,8",250992,"0,76"
12/01/2010,,590,,,,,,,,Islas Caimán,,,,América,"0,66",,"1,81"
12/01/2010,22,72258,76,82,,"0,07",894,316,48,Chile,92,221,687,América,"0,45",30920,"1,16"
12/01/2010,14,75680,70,77,,"0,07",418,208,94,Colombia,56,288,656,América,"0,37",32235,"0,96"
12/01/2010,60,7770,77,82,,"0,1",750,272,171,Costa Rica,65,249,686,América,"0,37",4646,"0,67"
12/01/2010,,38364,77,81,,"0,11",583,,,Cuba,124,173,702,América,"0,16",11308,"0,09"
12/01/2010,,,,,,,,,,Curazao,132,198,,América,,,"1,38"
12/01/2010,13,136,,,,"0,06",400,117,95,Dominica,,,,América,"0,48",,"1,48"
12/01/2010,19,20964,70,76,,"0,06",278,324,121,República Dominicana,,312,628,América,"0,31",7178,"0,89"
12/01/2010,56,32636,73,79,,"0,07",335,654,,Ecuador,62,,629,América,"0,29",12428,"0,99"
12/01/2010,17,6249,67,76,,"0,07",238,320,,El Salvador,69,321,,América,"0,16",4210,"1,24"
12/01/2010,,634,69,73,,,,,,Groenlandia,,,,América,"0,63",,"1,01"
12/01/2010,15,260,70,75,,"0,06",438,140,106,Granada,72,275,652,América,"0,27",,"1,17"
12/01/2010,37,11118,68,75,,"0,07",198,344,133,Guatemala,44,415,541,América,"0,11",10251,"1,26"
12/01/2010,24,1701,63,68,,"0,07",188,288,145,Guyana,33,376,592,América,"0,3",,"0,71"
12/01/2010,105,2120,60,64,,"0,07",45,184,175,Haití,45,362,594,América,"0,08",2409,"0,4"
12/01/2010,14,8108,70,75,,"0,09",176,224,189,Honduras,43,368,589,América,"0,11",4567,"1,25"
12/01/2010,8,7158,70,76,,"0,05",255,414,205,Jamaica,78,,631,América,"0,28",2830,"1,16"
12/01/2010,7,443674,74,79,,"0,06",603,404,53,México,,,,América,"0,31",178924,"0,78"
12/01/2010,39,4547,71,77,,"0,08",112,222,133,Nicaragua,46,345,609,América,"0,1",2951,"0,68"
12/01/2010,9,9633,74,80,,"0,09",627,482,77,Panamá,68,293,639,América,"0,4",3710,"1,81"
12/01/2010,35,5075,70,74,,"0,09",271,311,,Paraguay,52,335,613,América,"0,2",4789,"0,92"
12/01/2010,26,57579,71,77,,"0,05",257,380,,Perú,,,,América,"0,35",19207,1
12/01/2010,7,,74,82,,,,218,,Puerto Rico,,205,665,América,"0,45",,"0,79"
12/01/2010,,,,,,,,,,Isla de San Martín (parte neerlandesa),,,,América,,,
12/01/2010,19,249,,,,"0,05",739,155,86,San Cristóbal y Nieves,,,,América,"0,76",,"1,53"
12/01/2010,14,403,72,77,,"0,08",525,92,106,Santa Lucía,85,253,663,América,"0,43",,"1,12"
12/01/2010,,,76,82,,,,,,San Martín,,,,América,,,
12/01/2010,10,209,70,74,,"0,05",293,111,92,San Vicente y las Granadinas,67,265,668,América,"0,39",,"1,21"
12/01/2010,694,2384,67,74,,"0,06",483,199,116,Surinam,64,286,649,América,"0,32",,"0,99"
12/01/2010,41,50682,66,73,,"0,05",805,210,93,Trinidad y Tobago,83,207,,América,"0,49",21370,"1,43"
12/01/2010,,161,,,,,,,,Islas Turcas y Caicos,,,,América,,,
12/01/2010,5,5433057,76,81,,"0,18",8254,187,33,Estados Unidos,131,198,671,América,"0,72",2215504,"0,91"
12/01/2010,65,6645,73,80,,"0,09",998,336,103,Uruguay,139,225,636,América,"0,46",4174,"1,32"
12/01/2010,141,201747,71,77,,"0,05",639,864,183,Venezuela,56,295,649,América,"0,37",75502,"0,96"
12/01/2010,,,76,82,,,,,,Islas Vírgenes (EE. UU.),137,207,656,América,"0,31",,
12/01/2011,25,,69,72,,"0,04",233,451,,Argelia,47,272,681,África,"0,14",41852,"0,94"
12/01/2011,66,,50,53,,"0,03",178,282,188,Angola,24,477,499,África,"0,15",13576,"0,53"
12/01/2011,29,,58,60,,"0,05",34,270,,Benín,29,432,539,África,"0,04",3761,"0,79"
12/01/2011,60,,47,46,,"0,05",404,152,,Botsuana,35,,625,África,"0,08",2215,"1,46"
12/01/2011,13,,55,56,,"0,06",39,270,,Burkina Faso,25,458,517,África,"0,03",,"0,48"
12/01/2011,13,,51,55,,"0,09",21,274,132,Burundi,25,,535,África,"0,01",,"0,2"
12/01/2011,15,,53,55,,"0,05",64,654,,Camerún,32,432,535,África,"0,05",6720,"0,5"
12/01/2011,22,,47,51,,"0,04",19,504,,República Centroafricana,39,404,558,África,"0,02",,"0,22"
12/01/2011,55,,49,51,,"0,03",25,732,,Chad,25,487,488,África,"0,02",,"0,3"
12/01/2011,22,,59,62,,"0,04",31,100,105,Comoras,29,422,549,África,"0,06",,"0,31"
12/01/2011,65,,48,51,,"0,06",15,336,438,"Congo, Rep. Democrática)",28,453,519,África,"0,01",24497,"0,25"
12/01/2011,161,,56,59,,"0,03",85,606,,Congo (Brazzaville),34,423,543,África,"0,06",1659,"0,92"
12/01/2011,32,,49,51,,"0,07",84,270,,Costa de Marfil,31,417,552,África,"0,02",11233,"0,89"
12/01/2011,37,,59,62,,"0,09",119,82,106,Yibuti,38,339,623,África,"0,07",,"0,23"
12/01/2011,8,,68,73,,"0,05",137,433,,Egipto,56,314,631,África,"0,4",77649,"1,05"
12/01/2011,135,,51,54,,"0,05",1051,492,,Guinea Ecuatorial,29,391,,África,"0,12",,"0,67"
12/01/2011,84,,59,64,,"0,03",12,216,,Eritrea,22,431,548,África,"0,01",765,"0,04"
12/01/2011,15,,61,64,,"0,04",14,198,,Etiopía,33,439,528,África,"0,01",34064,"0,16"
12/01/2011,57,,62,64,,"0,03",401,488,,Gabón,53,385,562,África,"0,08",1997,"1,49"
12/01/2011,27,,57,60,,"0,05",24,376,,Gambia,25,459,516,África,"0,11",,"0,81"
12/01/2011,12,,60,62,,"0,05",83,224,,Ghana,35,388,577,África,"0,14",10550,"0,85"
12/01/2011,40,,55,56,,"0,06",27,416,,Guinea,31,427,542,África,"0,01",,"0,44"
12/01/2011,9,,52,55,,"0,06",35,208,,Guinea-Bisáu,29,417,553,África,"0,03",,"0,45"
12/01/2011,33,,59,62,,"0,04",35,393,,Kenia,26,425,549,África,"0,28",20179,"0,67"
12/01/2011,40,,48,48,,"0,12",146,324,104,Lesoto,42,372,586,África,"0,04",,"0,61"
12/01/2011,6,,59,61,,"0,16",59,158,138,Liberia,31,432,537,África,"0,03",,"0,5"
12/01/2011,,,73,77,,"0,04",211,,,Libia,46,294,659,África,"0,14",13342,"1,64"
12/01/2011,8,,62,65,,"0,04",19,201,525,Madagascar,28,431,541,África,"0,02",,"0,4"
12/01/2011,39,,54,54,,"0,08",30,157,238,Malaui,31,456,512,África,"0,03",,"0,26"
12/01/2011,8,,54,54,,"0,07",51,270,,Mali,29,,502,África,"0,02",,"0,75"
12/01/2011,19,,60,63,,"0,06",51,696,,Mauritania,31,404,565,África,"0,05",,"0,9"
12/01/2011,6,,70,77,,"0,05",450,161,89,Mauricio,,206,713,África,"0,35",,"1,05"
12/01/2011,12,,69,72,,"0,06",195,238,,Marruecos,,279,671,África,"0,46",17283,"1,14"
12/01/2011,13,,49,50,,"0,06",33,230,191,Mozambique,32,454,514,África,"0,04",10202,"0,32"
12/01/2011,66,,61,66,,"0,09",486,339,87,Namibia,35,371,594,África,"0,12",1589,"0,99"
12/01/2011,17,,57,58,,"0,07",25,270,,Níger,26,499,475,África,"0,01",,"0,29"
12/01/2011,28,,51,52,,"0,06",85,938,,Nigeria,27,441,531,África,"0,28",118325,"0,58"
12/01/2011,3,,61,65,,"0,11",62,148,,Ruanda,23,442,535,África,"0,07",,"0,4"
12/01/2011,10,,64,68,,"0,08",108,424,,Santo Tomé y Príncipe,35,416,549,África,"0,2",,"0,63"
12/01/2011,6,,62,65,,"0,05",54,666,,Senegal,31,436,534,África,"0,18",3515,"0,7"
12/01/2011,39,,68,78,,"0,04",413,76,112,Seychelles,76,222,702,África,"0,43",,"1,38"
12/01/2011,12,,45,45,,"0,16",82,357,,Sierra Leona,26,,554,África,"0,01",,"0,36"
12/01/2011,,,53,56,,,,,,Somalia,28,475,496,África,"0,01",,"0,18"
12/01/2011,19,,53,57,,"0,09",670,200,,Sudáfrica,53,296,651,África,"0,34",141372,"1,23"
12/01/2011,,,53,55,,"0,02",32,,,Sudán del Sur,34,426,,África,,,"0,17"
12/01/2011,36,,60,63,,"0,07",119,180,,Sudán,32,418,551,África,"0,17",16622,"0,69"
12/01/2011,56,,49,48,,"0,08",270,104,,Suazilandia,34,384,582,África,"0,18",,"0,63"
12/01/2011,26,,59,61,,"0,07",38,172,,Tanzania,31,449,,África,"0,04",20747,"0,55"
12/01/2011,84,,55,57,,"0,08",43,270,,Togo,27,,553,África,"0,04",2764,"0,42"
12/01/2011,11,,73,77,,"0,07",304,144,,Túnez,,233,697,África,"0,39",9504,"1,15"
12/01/2011,33,,57,59,,"0,09",41,213,218,Uganda,24,487,489,África,"0,13",,"0,48"
12/01/2011,18,,54,57,,"0,06",87,183,188,Zambia,26,468,505,África,"0,12",8462,"0,6"
12/01/2011,90,,55,56,,,,242,,Zimbabue,,408,552,África,"0,16",9312,"0,69"
12/01/2011,7,,59,61,,"0,08",48,275,151,Afganistán,22,481,497,Asia,"0,05",,"0,6"
12/01/2011,8,,71,78,,"0,04",127,500,178,Armenia,104,204,692,Asia,"0,32",2716,"1,08"
12/01/2011,8,,68,74,,"0,05",359,225,,Azerbaiyán,58,224,718,Asia,"0,5",12561,"1,1"
12/01/2011,19,,69,71,,"0,04",27,302,133,Bangladés,47,311,642,Asia,"0,05",31294,"0,55"
12/01/2011,36,,67,68,,"0,04",94,274,,Bután,46,291,663,Asia,"0,21",,"0,66"
12/01/2011,101,,76,80,,"0,02",917,96,55,Brunéi,38,262,,Asia,"0,56",3832,"1,09"
12/01/2011,102,,68,74,,"0,06",49,173,,Camboya,51,314,634,Asia,"0,03",5333,"0,94"
12/01/2011,38,,74,76,,"0,05",274,358,66,China,85,,735,Asia,"0,38",2727728,"0,72"
12/01/2011,2,,70,78,,"0,09",310,387,,Georgia,142,174,684,Asia,"0,32",3543,"1,01"
12/01/2011,3,,80,87,,,,80,,"Hong Kong (RAE, República Popular China)",132,119,749,Asia,"0,72",14894,"2,16"
12/01/2011,29,,64,68,,"0,04",62,254,102,India,51,298,651,Asia,"0,1",749447,"0,73"
12/01/2011,48,,68,72,,"0,03",99,266,124,Indonesia,51,296,653,Asia,"0,11",209009,"1,03"
12/01/2011,22,,79,86,,"0,1",4641,330,15,Japón,237,132,631,Asia,"0,79",461468,"1,02"
12/01/2011,19,,64,74,,"0,04",458,188,,Kazajistán,66,252,683,Asia,"0,51",78101,"1,57"
12/01/2011,,,66,73,,,,,,"Corea, Rep. Pop.",,223,687,Asia,,19037,"0,04"
12/01/2011,6,,78,84,,"0,07",1652,225,58,"Corea, Rep.",114,157,728,Asia,"0,84",260440,"1,08"
12/01/2011,10,,66,74,,"0,06",71,210,402,Kirguistán,43,301,656,Asia,"0,2",3097,"1,16"
12/01/2011,93,,66,69,,"0,03",35,362,,Laos,37,362,601,Asia,"0,09",,"0,84"
12/01/2011,,,78,82,,,,,53,"Macao (RAE, República Popular China)",74,124,802,Asia,"0,6",,"2,48"
12/01/2011,6,,72,77,,"0,04",384,133,49,Malasia,,272,678,Asia,"0,61",75907,"1,28"
12/01/2011,9,,76,78,,"0,08",525,,102,Maldivas,,294,655,Asia,"0,34",,"1,6"
12/01/2011,13,,63,71,,"0,06",190,192,166,Mongolia,38,,692,Asia,"0,13",3607,"1,07"
12/01/2011,,,63,67,,"0,02",19,,163,Birmania,51,257,692,Asia,"0,01",14056,"0,02"
12/01/2011,29,,66,69,,"0,06",41,326,,Nepal,,364,586,Asia,"0,09",10391,"0,49"
12/01/2011,21,,65,67,,"0,03",36,560,144,Pakistán,43,349,608,Asia,"0,09",84845,"0,62"
12/01/2011,36,,65,72,,"0,04",105,195,67,Filipinas,38,349,613,Asia,"0,29",40452,"0,99"
12/01/2011,3,,80,84,,"0,04",2144,84,54,Singapur,93,169,737,Asia,"0,71",33447,"1,5"
12/01/2011,37,,71,77,,"0,03",93,256,94,Sri Lanka,,251,669,Asia,"0,15",10421,"0,88"
12/01/2011,24,,64,71,,"0,06",48,224,248,Tayikistán,32,358,,Asia,"0,13",2395,"0,81"
12/01/2011,29,,71,77,,"0,04",214,264,69,Tailandia,91,189,,Asia,"0,24",119147,"1,16"
12/01/2011,94,,65,68,,"0,05",46,276,,Timor Oriental,32,469,,Asia,"0,01",,"0,56"
12/01/2011,,,61,69,,"0,02",114,,,Turkmenistán,41,289,671,Asia,"0,05",24710,"1,04"
12/01/2011,14,,65,71,,"0,06",91,205,,Uzbekistán,43,293,664,Asia,"0,3",47755,"0,9"
12/01/2011,38,,71,80,,"0,07",93,941,,Vietnam,65,231,703,Asia,"0,35",61210,"1,42"
12/01/2011,6,,74,80,,"0,06",243,371,124,Albania,103,221,676,Europa,"0,49",2173,"0,98"
12/01/2011,,,,,,"0,07",3053,,,Andorra,,,,Europa,"0,81",,"0,84"
12/01/2011,25,,78,84,,"0,11",5643,170,,Austria,181,146,673,Europa,"0,79",33019,"1,54"
12/01/2011,10,,65,77,,"0,05",311,654,136,Bielorrusia,138,149,712,Europa,"0,4",29501,"1,13"
12/01/2011,4,,78,83,,"0,11",4914,156,,Bélgica,174,168,658,Europa,"0,82",59094,"1,14"
12/01/2011,40,,73,79,,"0,1",471,422,74,Bosnia y Herzegovina,153,169,678,Europa,"0,6",7095,"0,83"
12/01/2011,18,,71,78,,"0,07",522,500,106,Bulgaria,186,134,,Europa,"0,48",19216,"1,43"
12/01/2011,8,,74,80,,"0,07",992,196,97,Croacia,177,151,671,Europa,"0,58",8439,"1,18"
12/01/2011,8,,77,82,,"0,07",2123,149,,Chipre,118,174,708,Europa,"0,57",2368,"0,98"
12/01/2011,20,,75,81,,"0,08",1545,557,57,República Checa,158,143,699,Europa,"0,71",43429,"1,24"
12/01/2011,6,,78,82,,"0,11",6521,135,,Dinamarca,171,178,651,Europa,"0,9",17997,"1,29"
12/01/2011,7,,71,81,,"0,06",928,81,61,Estonia,176,155,668,Europa,"0,77",5603,"1,44"
12/01/2011,,,79,84,,,,,,Islas Feroe,,,,Europa,"0,81",,"1,18"
12/01/2011,14,,77,84,,"0,09",4411,93,,Finlandia,177,164,659,Europa,"0,89",34749,"1,66"
12/01/2011,7,,79,86,,"0,12",4968,132,,Francia,171,183,646,Europa,"0,78",252827,"0,94"
12/01/2011,15,,78,83,,"0,11",4996,221,,Alemania,,133,657,Europa,"0,81",311770,"1,1"
12/01/2011,11,,78,84,,"0,09",2304,224,,Grecia,192,146,663,Europa,"0,52",26723,"1,09"
12/01/2011,4,,71,79,,"0,08",1096,277,83,Hungría,169,146,685,Europa,"0,68",24964,"1,17"
12/01/2011,5,,81,84,,"0,09",4051,140,77,Islandia,123,208,669,Europa,"0,95",5731,"1,07"
12/01/2011,13,,79,83,,"0,09",4306,76,,Irlanda,115,215,,Europa,"0,75",13216,"1,09"
12/01/2011,,,,,,,,,,Isla de Man,,,,Europa,,,
12/01/2011,6,,80,85,,"0,09",3339,285,46,Italia,205,,654,Europa,"0,54",167416,"1,58"
12/01/2011,58,,68,72,,,,164,139,Kosovo,,,,Europa,,2528,
12/01/2011,16,,69,79,,"0,06",826,290,64,Letonia,185,143,672,Europa,"0,7",4371,"1,11"
12/01/2011,,,80,84,,,,,,Liechtenstein,,,,Europa,"0,85",,"1,02"
12/01/2011,22,,68,79,,"0,07",887,175,,Lituania,155,151,693,Europa,"0,64",7287,"1,62"
12/01/2011,19,,79,84,,"0,07",7751,59,,Luxemburgo,,175,685,Europa,"0,9",4171,"1,48"
12/01/2011,3,,73,77,,"0,07",344,119,89,Macedonia (Antigua República Yugoslava),118,171,,Europa,"0,57",3122,"1,05"
12/01/2011,40,,79,83,,"0,09","1,9",139,47,Malta,,153,697,Europa,"0,68",857,"1,22"
